date,asset,strike,type,open_interest
2026-07-08,NQ,694.0,Put,2944.0
2026-07-08,NQ,695.0,Put,7831.0
2026-07-08,NQ,696.0,Put,1255.0
2026-07-08,NQ,697.0,Put,2214.0
2026-07-08,NQ,698.0,Put,1596.0
2026-07-08,NQ,699.0,Put,7704.0
2026-07-08,NQ,700.0,Put,7885.0
2026-07-08,NQ,701.0,Put,3033.0
2026-07-08,NQ,702.0,Put,3752.0
2026-07-08,NQ,703.0,Put,2761.0
2026-07-08,NQ,704.0,Put,1767.0
2026-07-08,NQ,705.0,Put,6119.0
2026-07-08,NQ,706.0,Put,3175.0
2026-07-08,NQ,707.0,Put,3570.0
2026-07-08,NQ,708.0,Put,3078.0
2026-07-08,NQ,709.0,Put,1575.0
2026-07-08,NQ,710.0,Call,14991.0
2026-07-08,NQ,711.0,Call,1008.0
2026-07-08,NQ,712.0,Call,1248.0
2026-07-08,NQ,713.0,Call,828.0
2026-07-08,NQ,714.0,Call,1014.0
2026-07-08,NQ,715.0,Call,30528.0
2026-07-08,NQ,716.0,Call,782.0
2026-07-08,NQ,717.0,Call,655.0
2026-07-08,NQ,718.0,Call,857.0
2026-07-08,NQ,719.0,Call,1379.0
2026-07-08,NQ,720.0,Call,1475.0
2026-07-08,NQ,721.0,Call,577.0
2026-07-08,NQ,722.0,Call,769.0
2026-07-08,NQ,723.0,Call,593.0
2026-07-08,NQ,724.0,Call,968.0
2026-07-08,NQ,725.0,Call,2447.0
2026-07-08,NQ,726.0,Call,586.0
2026-07-08,NQ,727.0,Call,1326.0
2026-07-08,NQ,728.0,Call,1423.0
2026-07-08,NQ,729.0,Call,654.0
2026-07-08,NQ,730.0,Call,2857.0
2026-07-08,NQ,731.0,Call,674.0
2026-07-08,NQ,732.0,Call,765.0
2026-07-08,NQ,733.0,Call,525.0
2026-07-08,NQ,734.0,Call,399.0
2026-07-08,NQ,735.0,Call,1621.0
2026-07-08,NQ,736.0,Call,389.0
2026-07-08,NQ,737.0,Call,1465.0
2026-07-08,NQ,738.0,Call,261.0
2026-07-08,NQ,739.0,Call,387.0
2026-07-08,NQ,740.0,Call,2014.0
2026-07-08,NQ,741.0,Call,310.0
2026-07-08,NQ,742.0,Call,264.0
2026-07-08,NQ,743.0,Call,174.0
2026-07-08,NQ,744.0,Call,208.0
2026-07-08,NQ,745.0,Call,677.0
2026-07-08,NQ,746.0,Call,277.0
2026-07-08,NQ,747.0,Call,129.0
2026-07-08,NQ,748.0,Call,197.0
2026-07-08,NQ,749.0,Call,185.0
2026-07-08,NQ,750.0,Call,590.0
2026-07-08,NQ,751.0,Call,247.0
2026-07-08,NQ,752.0,Call,158.0
2026-07-08,NQ,753.0,Call,94.0
2026-07-08,NQ,754.0,Call,197.0
2026-07-08,NQ,755.0,Call,196.0
2026-07-08,NQ,756.0,Call,234.0
2026-07-08,NQ,757.0,Call,65.0
2026-07-08,NQ,758.0,Call,155.0
2026-07-08,NQ,759.0,Call,208.0
2026-07-08,NQ,760.0,Call,362.0
2026-07-08,NQ,761.0,Call,48.0
2026-07-08,NQ,762.0,Call,338.0
2026-07-08,NQ,763.0,Call,51.0
2026-07-08,NQ,764.0,Call,43.0
2026-07-08,NQ,765.0,Call,232.0
2026-07-08,NQ,766.0,Call,18.0
2026-07-08,NQ,767.0,Call,92.0
2026-07-08,NQ,768.0,Call,151.0
2026-07-08,NQ,769.0,Call,41.0
2026-07-08,NQ,770.0,Call,107.0
2026-07-08,NQ,771.0,Call,42.0
2026-07-08,NQ,772.0,Call,1.0
2026-07-08,NQ,773.0,Call,45.0
2026-07-08,NQ,774.0,Call,3.0
2026-07-08,NQ,775.0,Call,55.0
2026-07-08,NQ,780.0,Call,191.0
2026-07-08,NQ,785.0,Call,4.0
2026-07-08,NQ,790.0,Call,112.0
2026-07-08,NQ,795.0,Call,30.0
2026-07-08,NQ,800.0,Call,249.0
2026-07-08,NQ,815.0,Call,1.0
2026-07-08,NQ,825.0,Call,1.0
2026-07-08,NQ,500.0,Put,4.0
2026-07-08,NQ,505.0,Put,7524.0
2026-07-08,NQ,510.0,Put,19599.0
2026-07-08,NQ,515.0,Put,1165.0
2026-07-08,NQ,520.0,Put,799.0
2026-07-08,NQ,545.0,Put,861.0
2026-07-08,NQ,550.0,Put,90.0
2026-07-08,NQ,560.0,Put,827.0
2026-07-08,NQ,565.0,Put,26.0
2026-07-08,NQ,570.0,Put,17.0
2026-07-08,NQ,575.0,Put,21.0
2026-07-08,NQ,580.0,Put,15.0
2026-07-08,NQ,585.0,Put,20.0
2026-07-08,NQ,590.0,Put,24.0
2026-07-08,NQ,595.0,Put,194.0
2026-07-08,NQ,600.0,Put,2595.0
2026-07-08,NQ,605.0,Put,151.0
2026-07-08,NQ,610.0,Put,280.0
2026-07-08,NQ,615.0,Put,91.0
2026-07-08,NQ,620.0,Put,730.0
2026-07-08,NQ,625.0,Put,285.0
2026-07-08,NQ,630.0,Put,417.0
2026-07-08,NQ,635.0,Put,1168.0
2026-07-08,NQ,640.0,Put,987.0
2026-07-08,NQ,645.0,Put,1039.0
2026-07-08,NQ,650.0,Put,1970.0
2026-07-08,NQ,655.0,Put,743.0
2026-07-08,NQ,660.0,Put,1012.0
2026-07-08,NQ,665.0,Put,1813.0
2026-07-08,NQ,670.0,Put,1652.0
2026-07-08,NQ,675.0,Put,1639.0
2026-07-08,NQ,680.0,Put,2145.0
2026-07-08,NQ,685.0,Put,2046.0
2026-07-08,NQ,690.0,Put,1966.0
2026-07-08,NQ,691.0,Put,383.0
2026-07-08,NQ,692.0,Put,495.0
2026-07-08,NQ,693.0,Put,1782.0
2026-07-08,NQ,694.0,Put,586.0
2026-07-08,NQ,695.0,Put,1568.0
2026-07-08,NQ,696.0,Put,756.0
2026-07-08,NQ,697.0,Put,459.0
2026-07-08,NQ,698.0,Put,557.0
2026-07-08,NQ,699.0,Put,969.0
2026-07-08,NQ,700.0,Put,3077.0
2026-07-08,NQ,701.0,Put,545.0
2026-07-08,NQ,702.0,Put,1012.0
2026-07-08,NQ,703.0,Put,244.0
2026-07-08,NQ,704.0,Put,463.0
2026-07-08,NQ,705.0,Put,2242.0
2026-07-08,NQ,706.0,Put,726.0
2026-07-08,NQ,707.0,Put,1682.0
2026-07-08,NQ,708.0,Put,936.0
2026-07-08,NQ,709.0,Put,724.0
2026-07-08,NQ,710.0,Call,4954.0
2026-07-08,NQ,711.0,Call,638.0
2026-07-08,NQ,712.0,Call,1256.0
2026-07-08,NQ,713.0,Call,745.0
2026-07-08,NQ,714.0,Call,950.0
2026-07-08,NQ,715.0,Call,4768.0
2026-07-08,NQ,716.0,Call,916.0
2026-07-08,NQ,717.0,Call,1221.0
2026-07-08,NQ,717.5,Call,256.0
2026-07-08,NQ,718.0,Call,1522.0
2026-07-08,NQ,719.0,Call,1712.0
2026-07-08,NQ,720.0,Call,6517.0
2026-07-08,NQ,721.0,Call,760.0
2026-07-08,NQ,722.0,Call,1095.0
2026-07-08,NQ,722.5,Call,1129.0
2026-07-08,NQ,723.0,Call,1183.0
2026-07-08,NQ,724.0,Call,2616.0
2026-07-08,NQ,725.0,Call,6362.0
2026-07-08,NQ,726.0,Call,1174.0
2026-07-08,NQ,727.0,Call,2120.0
2026-07-08,NQ,727.5,Call,558.0
2026-07-08,NQ,728.0,Call,1769.0
2026-07-08,NQ,729.0,Call,1243.0
2026-07-08,NQ,730.0,Call,8991.0
2026-07-08,NQ,731.0,Call,1831.0
2026-07-08,NQ,732.0,Call,3892.0
2026-07-08,NQ,732.5,Call,903.0
2026-07-08,NQ,733.0,Call,1908.0
2026-07-08,NQ,734.0,Call,725.0
2026-07-08,NQ,735.0,Call,5903.0
2026-07-08,NQ,736.0,Call,1346.0
2026-07-08,NQ,737.0,Call,1861.0
2026-07-08,NQ,737.5,Call,619.0
2026-07-08,NQ,738.0,Call,1034.0
2026-07-08,NQ,739.0,Call,1157.0
2026-07-08,NQ,740.0,Call,6658.0
2026-07-08,NQ,741.0,Call,1082.0
2026-07-08,NQ,742.0,Call,1156.0
2026-07-08,NQ,742.5,Call,478.0
2026-07-08,NQ,743.0,Call,789.0
2026-07-08,NQ,744.0,Call,903.0
2026-07-08,NQ,745.0,Call,7326.0
2026-07-08,NQ,746.0,Call,1035.0
2026-07-08,NQ,747.0,Call,938.0
2026-07-08,NQ,748.0,Call,829.0
2026-07-08,NQ,749.0,Call,1389.0
2026-07-08,NQ,750.0,Call,10844.0
2026-07-08,NQ,751.0,Call,638.0
2026-07-08,NQ,752.0,Call,680.0
2026-07-08,NQ,753.0,Call,1168.0
2026-07-08,NQ,754.0,Call,812.0
2026-07-08,NQ,755.0,Call,3605.0
2026-07-08,NQ,756.0,Call,415.0
2026-07-08,NQ,757.0,Call,460.0
2026-07-08,NQ,758.0,Call,1875.0
2026-07-08,NQ,759.0,Call,1293.0
2026-07-08,NQ,760.0,Call,4351.0
2026-07-08,NQ,761.0,Call,490.0
2026-07-08,NQ,762.0,Call,415.0
2026-07-08,NQ,763.0,Call,566.0
2026-07-08,NQ,764.0,Call,918.0
2026-07-08,NQ,765.0,Call,2170.0
2026-07-08,NQ,766.0,Call,235.0
2026-07-08,NQ,767.0,Call,336.0
2026-07-08,NQ,768.0,Call,428.0
2026-07-08,NQ,769.0,Call,379.0
2026-07-08,NQ,770.0,Call,3010.0
2026-07-08,NQ,771.0,Call,752.0
2026-07-08,NQ,772.0,Call,183.0
2026-07-08,NQ,773.0,Call,372.0
2026-07-08,NQ,774.0,Call,128.0
2026-07-08,NQ,775.0,Call,1181.0
2026-07-08,NQ,780.0,Call,2391.0
2026-07-08,NQ,785.0,Call,2153.0
2026-07-08,NQ,790.0,Call,1828.0
2026-07-08,NQ,795.0,Call,1663.0
2026-07-08,NQ,800.0,Call,3098.0
2026-07-08,NQ,805.0,Call,530.0
2026-07-08,NQ,810.0,Call,604.0
2026-07-08,NQ,815.0,Call,322.0
2026-07-08,NQ,820.0,Call,503.0
2026-07-08,NQ,825.0,Call,314.0
2026-07-08,NQ,830.0,Call,2263.0
2026-07-08,NQ,835.0,Call,31.0
2026-07-08,NQ,840.0,Call,1845.0
2026-07-08,NQ,850.0,Call,278.0
2026-07-08,NQ,860.0,Call,227.0
2026-07-08,NQ,870.0,Call,27.0
2026-07-08,NQ,880.0,Call,214.0
2026-07-08,NQ,885.0,Call,5.0
2026-07-08,NQ,890.0,Call,4.0
2026-07-08,NQ,895.0,Call,20.0
2026-07-08,NQ,900.0,Call,88.0
2026-07-08,NQ,905.0,Call,17.0
2026-07-08,NQ,935.0,Call,53.0
2026-07-08,NQ,940.0,Call,7.0
2026-07-08,NQ,945.0,Call,1.0
2026-07-08,NQ,950.0,Call,50.0
2026-07-08,NQ,400.0,Put,4538.0
2026-07-08,NQ,415.0,Put,17.0
2026-07-08,NQ,420.0,Put,788.0
2026-07-08,NQ,425.0,Put,7570.0
2026-07-08,NQ,450.0,Put,128.0
2026-07-08,NQ,455.0,Put,891.0
2026-07-08,NQ,460.0,Put,68.0
2026-07-08,NQ,465.0,Put,1.0
2026-07-08,NQ,470.0,Put,24.0
2026-07-08,NQ,475.0,Put,525.0
2026-07-08,NQ,480.0,Put,25415.0
2026-07-08,NQ,485.0,Put,673.0
2026-07-08,NQ,490.0,Put,525.0
2026-07-08,NQ,495.0,Put,415.0
2026-07-08,NQ,500.0,Put,749.0
2026-07-08,NQ,505.0,Put,230.0
2026-07-08,NQ,510.0,Put,210.0
2026-07-08,NQ,515.0,Put,243.0
2026-07-08,NQ,520.0,Put,2376.0
2026-07-08,NQ,525.0,Put,490.0
2026-07-08,NQ,530.0,Put,404.0
2026-07-08,NQ,535.0,Put,361.0
2026-07-08,NQ,540.0,Put,786.0
2026-07-08,NQ,545.0,Put,1790.0
2026-07-08,NQ,550.0,Put,1136.0
2026-07-08,NQ,555.0,Put,170.0
2026-07-08,NQ,560.0,Put,574.0
2026-07-08,NQ,565.0,Put,1364.0
2026-07-08,NQ,570.0,Put,882.0
2026-07-08,NQ,575.0,Put,270.0
2026-07-08,NQ,580.0,Put,859.0
2026-07-08,NQ,585.0,Put,463.0
2026-07-08,NQ,590.0,Put,506.0
2026-07-08,NQ,595.0,Put,630.0
2026-07-08,NQ,600.0,Put,2063.0
2026-07-08,NQ,605.0,Put,967.0
2026-07-08,NQ,610.0,Put,3020.0
2026-07-08,NQ,615.0,Put,3371.0
2026-07-08,NQ,620.0,Put,1851.0
2026-07-08,NQ,625.0,Put,20948.0
2026-07-08,NQ,630.0,Put,1743.0
2026-07-08,NQ,635.0,Put,4346.0
2026-07-08,NQ,640.0,Put,3365.0
2026-07-08,NQ,645.0,Put,1279.0
2026-07-08,NQ,650.0,Put,4686.0
2026-07-08,NQ,655.0,Put,1575.0
2026-07-08,NQ,660.0,Put,6012.0
2026-07-08,NQ,665.0,Put,9884.0
2026-07-08,NQ,670.0,Put,8579.0
2026-07-08,NQ,675.0,Put,8522.0
2026-07-08,NQ,680.0,Put,9497.0
2026-07-08,NQ,685.0,Put,3857.0
2026-07-08,NQ,686.0,Put,1017.0
2026-07-08,NQ,687.0,Put,692.0
2026-07-08,NQ,688.0,Put,649.0
2026-07-08,NQ,689.0,Put,595.0
2026-07-08,NQ,690.0,Put,10305.0
2026-07-08,NQ,691.0,Put,777.0
2026-07-08,NQ,692.0,Put,1512.0
2026-07-08,NQ,693.0,Put,6180.0
2026-07-08,NQ,694.0,Put,1294.0
2026-07-08,NQ,695.0,Put,4945.0
2026-07-08,NQ,696.0,Put,598.0
2026-07-08,NQ,697.0,Put,1473.0
2026-07-08,NQ,698.0,Put,1518.0
2026-07-08,NQ,699.0,Put,1193.0
2026-07-08,NQ,700.0,Put,19530.0
2026-07-08,NQ,701.0,Put,1009.0
2026-07-08,NQ,702.0,Put,2105.0
2026-07-08,NQ,703.0,Put,1879.0
2026-07-08,NQ,704.0,Put,641.0
2026-07-08,NQ,705.0,Put,4184.0
2026-07-08,NQ,706.0,Put,968.0
2026-07-08,NQ,707.0,Put,2691.0
2026-07-08,NQ,708.0,Put,1732.0
2026-07-08,NQ,709.0,Put,2450.0
2026-07-08,NQ,710.0,Call,1053.0
2026-07-08,NQ,711.0,Call,975.0
2026-07-08,NQ,712.0,Call,158.0
2026-07-08,NQ,713.0,Call,138.0
2026-07-08,NQ,714.0,Call,516.0
2026-07-08,NQ,715.0,Call,434.0
2026-07-08,NQ,716.0,Call,92.0
2026-07-08,NQ,717.0,Call,337.0
2026-07-08,NQ,718.0,Call,226.0
2026-07-08,NQ,719.0,Call,158.0
2026-07-08,NQ,720.0,Call,601.0
2026-07-08,NQ,721.0,Call,312.0
2026-07-08,NQ,722.0,Call,2106.0
2026-07-08,NQ,723.0,Call,425.0
2026-07-08,NQ,724.0,Call,387.0
2026-07-08,NQ,725.0,Call,709.0
2026-07-08,NQ,726.0,Call,262.0
2026-07-08,NQ,727.0,Call,159.0
2026-07-08,NQ,728.0,Call,209.0
2026-07-08,NQ,729.0,Call,322.0
2026-07-08,NQ,730.0,Call,1030.0
2026-07-08,NQ,731.0,Call,327.0
2026-07-08,NQ,732.0,Call,332.0
2026-07-08,NQ,733.0,Call,349.0
2026-07-08,NQ,734.0,Call,244.0
2026-07-08,NQ,735.0,Call,1077.0
2026-07-08,NQ,736.0,Call,1023.0
2026-07-08,NQ,737.0,Call,230.0
2026-07-08,NQ,738.0,Call,391.0
2026-07-08,NQ,739.0,Call,225.0
2026-07-08,NQ,740.0,Call,864.0
2026-07-08,NQ,741.0,Call,211.0
2026-07-08,NQ,742.0,Call,456.0
2026-07-08,NQ,743.0,Call,143.0
2026-07-08,NQ,744.0,Call,219.0
2026-07-08,NQ,745.0,Call,558.0
2026-07-08,NQ,746.0,Call,125.0
2026-07-08,NQ,747.0,Call,283.0
2026-07-08,NQ,748.0,Call,143.0
2026-07-08,NQ,749.0,Call,172.0
2026-07-08,NQ,750.0,Call,2454.0
2026-07-08,NQ,751.0,Call,97.0
2026-07-08,NQ,752.0,Call,121.0
2026-07-08,NQ,753.0,Call,197.0
2026-07-08,NQ,754.0,Call,99.0
2026-07-08,NQ,755.0,Call,298.0
2026-07-08,NQ,756.0,Call,34.0
2026-07-08,NQ,757.0,Call,45.0
2026-07-08,NQ,758.0,Call,71.0
2026-07-08,NQ,759.0,Call,80.0
2026-07-08,NQ,760.0,Call,372.0
2026-07-08,NQ,761.0,Call,52.0
2026-07-08,NQ,762.0,Call,82.0
2026-07-08,NQ,763.0,Call,112.0
2026-07-08,NQ,764.0,Call,53.0
2026-07-08,NQ,765.0,Call,208.0
2026-07-08,NQ,766.0,Call,31.0
2026-07-08,NQ,767.0,Call,136.0
2026-07-08,NQ,768.0,Call,129.0
2026-07-08,NQ,769.0,Call,140.0
2026-07-08,NQ,770.0,Call,95.0
2026-07-08,NQ,771.0,Call,5.0
2026-07-08,NQ,772.0,Call,33.0
2026-07-08,NQ,773.0,Call,36.0
2026-07-08,NQ,774.0,Call,66.0
2026-07-08,NQ,775.0,Call,30.0
2026-07-08,NQ,780.0,Call,770.0
2026-07-08,NQ,785.0,Call,27.0
2026-07-08,NQ,790.0,Call,39.0
2026-07-08,NQ,795.0,Call,4.0
2026-07-08,NQ,800.0,Call,5.0
2026-07-08,NQ,910.0,Call,1.0
2026-07-08,NQ,495.0,Put,5.0
2026-07-08,NQ,500.0,Put,5.0
2026-07-08,NQ,520.0,Put,30.0
2026-07-08,NQ,525.0,Put,3.0
2026-07-08,NQ,530.0,Put,30.0
2026-07-08,NQ,540.0,Put,3.0
2026-07-08,NQ,545.0,Put,11.0
2026-07-08,NQ,575.0,Put,11.0
2026-07-08,NQ,580.0,Put,13.0
2026-07-08,NQ,585.0,Put,78.0
2026-07-08,NQ,595.0,Put,13.0
2026-07-08,NQ,600.0,Put,348.0
2026-07-08,NQ,605.0,Put,140.0
2026-07-08,NQ,610.0,Put,252.0
2026-07-08,NQ,615.0,Put,184.0
2026-07-08,NQ,620.0,Put,405.0
2026-07-08,NQ,625.0,Put,36.0
2026-07-08,NQ,630.0,Put,217.0
2026-07-08,NQ,635.0,Put,226.0
2026-07-08,NQ,640.0,Put,764.0
2026-07-08,NQ,645.0,Put,531.0
2026-07-08,NQ,650.0,Put,639.0
2026-07-08,NQ,655.0,Put,809.0
2026-07-08,NQ,660.0,Put,764.0
2026-07-08,NQ,665.0,Put,729.0
2026-07-08,NQ,670.0,Put,1454.0
2026-07-08,NQ,675.0,Put,1128.0
2026-07-08,NQ,680.0,Put,3085.0
2026-07-08,NQ,685.0,Put,8104.0
2026-07-08,NQ,690.0,Put,844.0
2026-07-08,NQ,691.0,Put,227.0
2026-07-08,NQ,692.0,Put,201.0
2026-07-08,NQ,693.0,Put,271.0
2026-07-08,NQ,694.0,Put,417.0
2026-07-08,NQ,695.0,Put,1685.0
2026-07-08,NQ,696.0,Put,236.0
2026-07-08,NQ,697.0,Put,242.0
2026-07-08,NQ,698.0,Put,255.0
2026-07-08,NQ,699.0,Put,272.0
2026-07-08,NQ,700.0,Put,1928.0
2026-07-08,NQ,701.0,Put,277.0
2026-07-08,NQ,702.0,Put,299.0
2026-07-08,NQ,703.0,Put,353.0
2026-07-08,NQ,704.0,Put,340.0
2026-07-08,NQ,705.0,Put,3704.0
2026-07-08,NQ,706.0,Put,509.0
2026-07-08,NQ,707.0,Put,212.0
2026-07-08,NQ,708.0,Put,256.0
2026-07-08,NQ,709.0,Put,298.0
2026-07-08,NQ,710.0,Call,256.0
2026-07-08,NQ,711.0,Call,453.0
2026-07-08,NQ,712.0,Call,521.0
2026-07-08,NQ,713.0,Call,232.0
2026-07-08,NQ,714.0,Call,487.0
2026-07-08,NQ,715.0,Call,306.0
2026-07-08,NQ,716.0,Call,97.0
2026-07-08,NQ,717.0,Call,77.0
2026-07-08,NQ,718.0,Call,108.0
2026-07-08,NQ,719.0,Call,213.0
2026-07-08,NQ,720.0,Call,316.0
2026-07-08,NQ,721.0,Call,136.0
2026-07-08,NQ,722.0,Call,203.0
2026-07-08,NQ,723.0,Call,379.0
2026-07-08,NQ,724.0,Call,220.0
2026-07-08,NQ,725.0,Call,393.0
2026-07-08,NQ,726.0,Call,402.0
2026-07-08,NQ,727.0,Call,604.0
2026-07-08,NQ,728.0,Call,307.0
2026-07-08,NQ,729.0,Call,138.0
2026-07-08,NQ,730.0,Call,597.0
2026-07-08,NQ,731.0,Call,110.0
2026-07-08,NQ,732.0,Call,325.0
2026-07-08,NQ,733.0,Call,143.0
2026-07-08,NQ,734.0,Call,82.0
2026-07-08,NQ,735.0,Call,380.0
2026-07-08,NQ,736.0,Call,28.0
2026-07-08,NQ,737.0,Call,590.0
2026-07-08,NQ,738.0,Call,751.0
2026-07-08,NQ,739.0,Call,355.0
2026-07-08,NQ,740.0,Call,399.0
2026-07-08,NQ,741.0,Call,170.0
2026-07-08,NQ,742.0,Call,589.0
2026-07-08,NQ,743.0,Call,506.0
2026-07-08,NQ,744.0,Call,121.0
2026-07-08,NQ,745.0,Call,663.0
2026-07-08,NQ,746.0,Call,38.0
2026-07-08,NQ,747.0,Call,135.0
2026-07-08,NQ,748.0,Call,68.0
2026-07-08,NQ,749.0,Call,404.0
2026-07-08,NQ,750.0,Call,380.0
2026-07-08,NQ,751.0,Call,16.0
2026-07-08,NQ,752.0,Call,114.0
2026-07-08,NQ,753.0,Call,97.0
2026-07-08,NQ,754.0,Call,124.0
2026-07-08,NQ,755.0,Call,2072.0
2026-07-08,NQ,756.0,Call,1207.0
2026-07-08,NQ,757.0,Call,20.0
2026-07-08,NQ,758.0,Call,137.0
2026-07-08,NQ,759.0,Call,1.0
2026-07-08,NQ,760.0,Call,571.0
2026-07-08,NQ,761.0,Call,3.0
2026-07-08,NQ,762.0,Call,76.0
2026-07-08,NQ,763.0,Call,14.0
2026-07-08,NQ,764.0,Call,12.0
2026-07-08,NQ,765.0,Call,197.0
2026-07-08,NQ,766.0,Call,8.0
2026-07-08,NQ,767.0,Call,551.0
2026-07-08,NQ,768.0,Call,60.0
2026-07-08,NQ,770.0,Call,385.0
2026-07-08,NQ,773.0,Call,992.0
2026-07-08,NQ,775.0,Call,109.0
2026-07-08,NQ,780.0,Call,531.0
2026-07-08,NQ,785.0,Call,208.0
2026-07-08,NQ,790.0,Call,4.0
2026-07-08,NQ,795.0,Call,10.0
2026-07-08,NQ,810.0,Call,40.0
2026-07-08,NQ,495.0,Put,7.0
2026-07-08,NQ,520.0,Put,2.0
2026-07-08,NQ,550.0,Put,20.0
2026-07-08,NQ,560.0,Put,80.0
2026-07-08,NQ,570.0,Put,8.0
2026-07-08,NQ,580.0,Put,10.0
